category,taxonomyRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,methodTags,keyIdea,strengths,limitations,paperLink,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,fieldsOfStudy
Motor Imagery and Movement Decoding,329,2024,33.3 MiBMI: A 192/512-Channel 2.46mm² Miniaturized Brain-Machine Interface Chipset Enabling 31-Class Brain-to-Text Conversion Through Distinctive Neural Codes,"MohammadAli Shaeri, Uisub Shin, Amitabh Yadav, Riccardo Caramellino, Gregor Rainer, Mahsa Shoaran",IEEE International Solid-State Circuits Conference,2024-02-18,24,2,100.09,clinical/rehab; communication,"Recently, cutting-edge brain-machine interfaces (BMIs) have revealed the potential of decoders such as recurrent neural networks (RNNs) in predicting attempted handwriting [1] or speech [2], enabling rapid communication recovery after paralysis.",selected from the top-scored BCI candidate pool,limited citation history; PDF link not available from metadata,https://doi.org/10.1109/ISSCC49657.2024.10454533,https://www.semanticscholar.org/paper/5bad3eb21775213230b3626d82891c4d557b78ec,,10.1109/ISSCC49657.2024.10454533,,,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,330,2024,EEG-based brain-computer interface methods with the aim of rehabilitating advanced stage ALS patients,"Alireza Pirasteh, Manouchehr Shamseini Ghiyasvand, Majid Pouladian",Disability and Rehabilitation: Assistive Technology,2024-02-24,29,0,99.826,review; clinical/rehab; deep learning; communication,"Abstract Amyotrophic Lateral Sclerosis (ALS) is a neurodegenerative disease that leads to progressive muscle weakness and paralysis, ultimately resulting in the loss of ability to communicate and control the environment.",selected from the top-scored BCI candidate pool,PDF link not available from metadata,https://doi.org/10.1080/17483107.2024.2316312,https://www.semanticscholar.org/paper/148226d5c305a68a5e36424154ebfe47270bc19c,,10.1080/17483107.2024.2316312,,38400897,Engineering; Medicine
Motor Imagery and Movement Decoding,331,2024,MixNet: Joining Force of Classical and Modern Approaches Toward the Comprehensive Pipeline in Motor Imagery EEG Classification,"Phairot Autthasan, Rattanaphon Chaisaen, Huy Phan, M. D. Vos, Theerawit Wilaiprasitporn",IEEE Internet of Things Journal,2024-09-01,24,1,99.792,dataset/benchmark; deep learning; closed-loop,"Recent advances in deep learning (DL) have significantly impacted motor imagery (MI)-based brain-computer interface (BCI) systems, enhancing the decoding of electroencephalography (EEG) signals.",open-access PDF metadata,limited citation history,https://doi.org/10.1109/JIOT.2024.3402254,https://www.semanticscholar.org/paper/fe911e1b91034be5c5426c9c3155d33451698347,http://arxiv.org/pdf/2409.04104,10.1109/JIOT.2024.3402254,2409.04104,,Computer Science; Engineering
Motor Imagery and Movement Decoding,332,2024,Federated Motor Imagery Classification for Privacy-Preserving Brain-Computer Interfaces,"Tianwang Jia, Lubin Meng, Siyang Li, Jiajing Liu, Dongrui Wu",IEEE transactions on neural systems and rehabilitation engineering,2024-09-10,17,1,99.565,deep learning,"Training an accurate classifier for EEG-based brain-computer interface (BCI) requires EEG data from a large number of users, whereas protecting their data privacy is a critical consideration.",recognized venue; open-access PDF metadata,limited citation history,https://doi.org/10.1109/TNSRE.2024.3457504,https://www.semanticscholar.org/paper/c7e85e5fd02c1a0e2c0202db7ba640590d6df6f4,https://doi.org/10.1109/tnsre.2024.3457504,10.1109/TNSRE.2024.3457504,2412.01079,39255189,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,333,2025,ESSDM: An Enhanced Sparse Swarm Decomposition Method and Its Application in Multi-Class Motor Imagery-Based EEG-BCI System,"S. Bhalerao, R. B. Pachori",IEEE Transactions on Automation Science and Engineering,,16,1,99.307,clinical/rehab,Electroencephalography (EEG)-based motor imagery (MI) decoding has established a novel experimental paradigm in brain-computer interface (BCI) applications that oﬀer eﬀective treatment for stroke paralyzed patients.,recognized venue,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1109/tase.2025.3585778,https://www.semanticscholar.org/paper/7a0bcd8651aa2214e71524ae3aa018ba9b9d917f,,10.1109/tase.2025.3585778,,,Computer Science; Engineering
Motor Imagery and Movement Decoding,334,2024,Electroencephalogram-based adaptive closed-loop brain-computer interface in neurorehabilitation: a review,"Wenjie Jin, Xinxin Zhu, Lifeng Qian, Cunshu Wu, Fan Yang, Daowei Zhan, et al.",Frontiers Comput. Neurosci.,2024-09-20,39,0,99.155,review; invasive; communication; closed-loop,"Brain-computer interfaces (BCIs) represent a groundbreaking approach to enabling direct communication for individuals with severe motor impairments, circumventing traditional neural and muscular pathways.",open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3389/fncom.2024.1431815,https://www.semanticscholar.org/paper/8be8452130c2850a649997dcc57027e43ee84e04,https://doi.org/10.3389/fncom.2024.1431815,10.3389/fncom.2024.1431815,,39371523,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,335,2024,Large-Scale Cortical Network Analysis and Classification of MI-BCI Tasks Based on Bayesian Nonnegative Matrix Factorization,"Shiqi Yu, B. Mao, Yuanhang Zhou, Yunhong Liu, Chanlin Yi, Fali Li, et al.",IEEE transactions on neural systems and rehabilitation engineering,2024-06-05,12,2,98.704,clinical/rehab,Motor imagery (MI) is a high-level cognitive process that has been widely applied to clinical rehabilitation and brain-computer interfaces (BCIs).,recognized venue; open-access PDF metadata,limited citation history,https://doi.org/10.1109/TNSRE.2024.3409872,https://www.semanticscholar.org/paper/bc26111c3d62a4207807ea87e8d4e27de8f65f49,https://doi.org/10.1109/tnsre.2024.3409872,10.1109/TNSRE.2024.3409872,,38837930,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,336,2024,Dual-Branch Convolution Network With Efficient Channel Attention for EEG-Based Motor Imagery Classification,"Kai Zhou, Aierken Haimudula, Wanying Tang",IEEE Access,,15,3,98.45,dataset/benchmark; deep learning,Brain-Computer Interface (BCI) is a revolutionary technique that employs wearable electroencephalography (EEG) sensors and artificial intelligence (AI) to monitor and decode brain activity.,open-access PDF metadata,limited citation history,https://doi.org/10.1109/ACCESS.2024.3404634,https://www.semanticscholar.org/paper/24418eee9dab628c92bfe452c680a7b8ab3cca25,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10537180.pdf,10.1109/ACCESS.2024.3404634,,,Computer Science; Medicine
Motor Imagery and Movement Decoding,337,2024,EEG channel and feature investigation in binary and multiple motor imagery task predictions,"Murside Degirmenci, Yilmaz Kemal Yuce, M. Perc, Yalçin Isler",Frontiers in Human Neuroscience,2024-12-17,18,1,98.254,dataset/benchmark,Introduction Motor Imagery (MI) Electroencephalography (EEG) signals are non-stationary and dynamic physiological signals which have low signal-to-noise ratio.,recognized venue,limited citation history; PDF link not available from metadata,https://doi.org/10.3389/fnhum.2024.1525139,https://www.semanticscholar.org/paper/1df991e9b8695a89bfa04187e80649fbf7e0e177,,10.3389/fnhum.2024.1525139,,39741784,Computer Science; Medicine
Motor Imagery and Movement Decoding,338,2025,SVM-enhanced attention mechanisms for motor imagery EEG classification in brain-computer interfaces,"Zhenis Otarbay, A. Kyzyrkanov",Frontiers in Neuroscience,2025-07-11,9,1,96.634,dataset/benchmark; invasive; deep learning; communication,"Brain-Computer Interfaces (BCIs) leverage brain signals to facilitate communication and control, particularly benefiting individuals with motor impairments.",recognized venue,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.3389/fnins.2025.1622847,https://www.semanticscholar.org/paper/7f8756ce8df017329dd56d208369a535dd775bd4,,10.3389/fnins.2025.1622847,,40717726,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,339,2024,Self-supervised contrastive learning for EEG-based cross-subject motor imagery recognition,"Wenjie Li, Haoyu Li, Xinlin Sun, Huicong Kang, Shan An, Guoxin Wang, et al.",Journal of Neural Engineering,2024-04-02,23,0,96.417,invasive; deep learning,Objective.,recognized venue; open-access PDF metadata,limited citation history,https://doi.org/10.1088/1741-2552/ad3986,https://www.semanticscholar.org/paper/e8b96c97bff8d146598b0b487afa88ef65867232,https://iopscience.iop.org/article/10.1088/1741-2552/ad3986/pdf,10.1088/1741-2552/ad3986,,38565100,Computer Science; Medicine; Physics
Motor Imagery and Movement Decoding,340,2024,Unraveling motor imagery brain patterns using explainable artificial intelligence based on Shapley values,"S. Pérez-Velasco, D. Marcos-Martínez, E. Santamaría-Vázquez, V. Martínez-Cagigal, Selene Moreno-Calderón, R. Hornero",Comput. Methods Programs Biomed.,2024-01-30,21,0,94.503,dataset/benchmark; clinical/rehab; invasive; deep learning,BACKGROUND AND OBJECTIVE Motor imagery (MI) based brain-computer interfaces (BCIs) are widely used in rehabilitation due to the close relationship that exists between MI and motor execution (ME).,open-access PDF metadata,limited citation history,https://doi.org/10.1016/j.cmpb.2024.108048,https://www.semanticscholar.org/paper/de26c7f7046d18fe10f5ccc520a0135dd484a144,https://doi.org/10.1016/j.cmpb.2024.108048,10.1016/j.cmpb.2024.108048,,38308997,Computer Science; Medicine
Motor Imagery and Movement Decoding,341,2024,Flashlight-Net: A Modular Convolutional Neural Network for Motor Imagery EEG Classification,"Weidong Dang, Dongmei Lv, Mengxiao Tang, Xinlin Sun, Yong Liu, C. Grebogi, et al.","IEEE Transactions on Systems, Man, and Cybernetics: Systems",2024-07-01,20,0,94.479,dataset/benchmark; clinical/rehab,Brain-computer interface (BCI) establishes an interactive platform by translating brain activity patterns into commands of external devices.,recognized venue; open-access PDF metadata,limited citation history,https://doi.org/10.1109/TSMC.2024.3382828,https://www.semanticscholar.org/paper/c30141d58647f716560d08456c8b46a2b766dd09,https://aura.abdn.ac.uk/bitstream/2164/23316/1/Dang_etal_IEEETSMCS_Flashlight_Net_A_AAM.pdf,10.1109/TSMC.2024.3382828,,,Computer Science
Motor Imagery and Movement Decoding,342,2024,Graph neural network based on brain inspired forward-forward mechanism for motor imagery classification in brain-computer interfaces,"Qiwei Xue, Yu-jia Song, Huapeng Wu, Yong Cheng, Hongtao Pan",Frontiers in Neuroscience,2024-03-28,19,0,94.406,dataset/benchmark; deep learning,"Introduction Within the development of brain-computer interface (BCI) systems, it is crucial to consider the impact of brain network dynamics and neural signal transmission mechanisms on electroencephalogram-based motor imagery (MI-EEG) tasks.",recognized venue; open-access PDF metadata,limited citation history,https://doi.org/10.3389/fnins.2024.1309594,https://www.semanticscholar.org/paper/9d1fa24757277a5493570595f4fcdbd0c6187c91,https://www.frontiersin.org/journals/neuroscience/articles/10.3389/fnins.2024.1309594/pdf,10.3389/fnins.2024.1309594,,38606308,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,343,2025,Depth-sensor-based shared control assistance for mobility and object manipulation: toward long-term home-use of BCI-controlled assistive robotic devices,"Angélina Bellicha, L. Struber, François Pasteau, Violaine Juillard, Louise Devigne, Serpil Karakas, et al.",Journal of Neural Engineering,2025-01-24,8,2,94.114,clinical/rehab; invasive,Objective.,recognized venue,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1088/1741-2552/adae36,https://www.semanticscholar.org/paper/ef7889e6f092a73518be818bffd2a8ed58f024e2,,10.1088/1741-2552/adae36,,39854845,Computer Science; Engineering; Medicine; Physics
Motor Imagery and Movement Decoding,344,2024,Optimizing Real-Time MI-BCI Performance in Post-Stroke Patients: Impact of Time Window Duration on Classification Accuracy and Responsiveness,"Aleksandar Miladinović, A. Accardo, Joanna Jarmolowska, U. Marušič, M. Ajčević",Italian National Conference on Sensors,2024-09-01,20,1,93.956,dataset/benchmark; clinical/rehab,Brain–computer interfaces (BCIs) are promising tools for motor neurorehabilitation.,open-access PDF metadata,limited citation history,https://doi.org/10.3390/s24186125,https://www.semanticscholar.org/paper/b40f9aa963d43d3f50514e01a802b5be9ab3337d,https://doi.org/10.3390/s24186125,10.3390/s24186125,,39338869,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,345,2024,HR-SNN: An End-to-End Spiking Neural Network for Four-Class Classification Motor Imagery Brain–Computer Interface,"Yulin Li, Liangwei Fan, Hui Shen, Dewen Hu",IEEE Transactions on Cognitive and Developmental Systems,2024-12-01,14,1,93.054,dataset/benchmark; deep learning,"Spiking neural network (SNN) excels in processing temporal information and conserving energy, particularly when deployed on neuromorphic hardware.",recognized venue,limited citation history; PDF link not available from metadata,https://doi.org/10.1109/TCDS.2024.3395443,https://www.semanticscholar.org/paper/11fab39cc5146fb4cc8c1e8bcc0917b3f1a04fcc,,10.1109/TCDS.2024.3395443,,,Computer Science; Engineering
Motor Imagery and Movement Decoding,346,2024,EEG-Based Feature Classification Combining 3D-Convolutional Neural Networks with Generative Adversarial Networks for Motor Imagery.,"Chengcheng Fan, Banghua Yang, Xiaoou Li, Shouwei Gao, Peng Zan",Journal of Integrative Neuroscience,2024-08-20,14,1,93.054,dataset/benchmark; deep learning,BACKGROUND The adoption of convolutional neural networks (CNNs) for decoding electroencephalogram (EEG)-based motor imagery (MI) in brain-computer interfaces has significantly increased recently.,recognized venue; open-access PDF metadata,limited citation history,https://doi.org/10.31083/j.jin2308153,https://www.semanticscholar.org/paper/ba2cb72c7b7ff33ddfc1c5d57e44300a53693067,https://doi.org/10.31083/j.jin2308153,10.31083/j.jin2308153,,39207066,Computer Science; Medicine
Motor Imagery and Movement Decoding,347,2024,An EEG channel selection method for motor imagery based on Fisher score and local optimization,"Yangjie Luo, Wei Mu, Lu Wang, Junkongshuai Wang, Pengchao Wang, Zhongxue Gan, et al.",Journal of Neural Engineering,2024-06-01,14,1,93.054,dataset/benchmark,Objective.,recognized venue,limited citation history; PDF link not available from metadata,https://doi.org/10.1088/1741-2552/ad504a,https://www.semanticscholar.org/paper/28a346882c236f9e69d9553cd38b8522d6c6196e,,10.1088/1741-2552/ad504a,,38842111,Computer Science; Engineering; Medicine; Physics
Motor Imagery and Movement Decoding,348,2024,EEGEncoder: Advancing BCI with Transformer-Based Motor Imagery Classification,Wangdan Liao,arXiv.org,2024-04-23,11,2,92.943,dataset/benchmark; deep learning,"Brain-computer interfaces (BCIs) harness electroencephalographic signals for direct neural control of devices, offering a significant benefit for individuals with motor impairments.",selected from the top-scored BCI candidate pool,limited citation history; PDF link not available from metadata,https://doi.org/10.48550/arXiv.2404.14869,https://www.semanticscholar.org/paper/e5f86206b9b2c1270d92717b39acbda82a0f8eba,,10.48550/arXiv.2404.14869,2404.14869,,Computer Science; Engineering
Motor Imagery and Movement Decoding,349,2025,Recent Advances in Portable Dry Electrode EEG: Architecture and Applications in Brain-Computer Interfaces,"Meihong Zhang, Bocheng Qian, Jianming Gao, Shaokai Zhao, Yibo Cui, Zhiguo Luo, et al.",Italian National Conference on Sensors,2025-08-01,19,1,92.883,review,"As brain–computer interface (BCI) technology continues to advance, research on human brain function has gradually transitioned from theoretical investigation to practical engineering applications.",selected from the top-scored BCI candidate pool,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.3390/s25165215,https://www.semanticscholar.org/paper/ca6ca22b33bb0c29e7db398262990dd4705bae20,,10.3390/s25165215,,40872076,Engineering; Medicine
Motor Imagery and Movement Decoding,350,2025,A spatial-spectral and temporal dual prototype network for motor imagery brain-computer interface,"Can Han, Chen Liu, Jun Wang, Yaqi Wang, Crystal Cai, Dahong Qian",Knowledge-Based Systems,2025-03-01,18,2,92.553,BCI method,Positions A spatial-spectral and temporal dual prototype network for motor imagery brain-computer interface within Motor Imagery and Movement Decoding.,open-access PDF metadata,abstract unavailable in metadata; recent work may be under-cited; limited citation history,https://doi.org/10.1016/j.knosys.2025.113315,https://www.semanticscholar.org/paper/8a0a0b83b276d9aa0f3dc75278d75d245187bd39,http://arxiv.org/pdf/2407.03177,10.1016/j.knosys.2025.113315,,,Computer Science
Motor Imagery and Movement Decoding,351,2024,Two-Phase Multitask Autoencoder-Based Deep Learning Framework for Subject-Independent EEG Motor Imagery Classification,"Changgyun Jin, Andrew H. Song, Seong-Eun Kim",IEEE Access,,10,2,92.529,dataset/benchmark; clinical/rehab; deep learning,"Electroencephalography (EEG)-based motor imagery (MI) has potential applications in diverse fields including rehabilitation, drone control, and virtual reality.",open-access PDF metadata,limited citation history,https://doi.org/10.1109/ACCESS.2024.3406736,https://www.semanticscholar.org/paper/d1cba5c36d1f215eee328bbd0da242170a2bedfb,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10540565.pdf,10.1109/ACCESS.2024.3406736,,,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,352,2024,Data Constraints and Performance Optimization for Transformer-Based Models in EEG-Based Brain-Computer Interfaces: A Survey,"Aigerim Keutayeva, B. Abibullaev",IEEE Access,,22,0,92.481,review; clinical/rehab; deep learning; communication,"This work reviews the critical challenge of data scarcity in developing Transformer-based models for Electroencephalography (EEG)-based Brain-Computer Interfaces (BCIs), specifically focusing on Motor Imagery (MI) decoding.",open-access PDF metadata,limited citation history,https://doi.org/10.1109/ACCESS.2024.3394696,https://www.semanticscholar.org/paper/9e1a3a5f2670fafc0358cf2e124dbf0509adf525,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10509679.pdf,10.1109/ACCESS.2024.3394696,,,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,353,2024,"Design and Evaluation of CPU-, GPU-, and FPGA-Based Deployment of a CNN for Motor Imagery Classification in Brain-Computer Interfaces","Federico Pacini, T. Pacini, Giuseppe Lai, A. Zocco, L. Fanucci",Electronics,2024-04-25,14,2,92.352,dataset/benchmark; deep learning,Brain–computer interfaces (BCIs) have gained popularity in recent years.,open-access PDF metadata,limited citation history,https://doi.org/10.3390/electronics13091646,https://www.semanticscholar.org/paper/56bfe1ca87d5f2673e8c46376db0450a352760d6,https://www.mdpi.com/2079-9292/13/9/1646/pdf?version=1714035828,10.3390/electronics13091646,,,Computer Science; Engineering
Motor Imagery and Movement Decoding,354,2024,BDAN-SPD: A Brain Decoding Adversarial Network Guided by Spatiotemporal Pattern Differences for Cross-Subject MI-BCI,"Fulin Wei, Xueyuan Xu, Xiuxing Li, Xia Wu",IEEE Transactions on Industrial Informatics,2024-12-01,14,1,92.054,deep learning; closed-loop,"Although advances in deep learning technologies have greatly facilitated the brain intention decoding from electroencephalogram (EEG) in motor imagery brain–computer interfaces (MI-BCIs), significant individual differences hinder the practical cross-subject MI-BCI applications.",recognized venue,limited citation history; PDF link not available from metadata,https://doi.org/10.1109/TII.2024.3450010,https://www.semanticscholar.org/paper/44a4df87e6abae0462031008e5cc1a625fab377f,,10.1109/TII.2024.3450010,,,Computer Science; Engineering
Motor Imagery and Movement Decoding,355,2024,MARS: Multiagent Reinforcement Learning for Spatial—Spectral and Temporal Feature Selection in EEG-Based BCI,"Dong-Hee Shin, Young-Han Son, Jun-Mo Kim, Hee-Jun Ahn, JunHo Seo, Chang-Hoon Ji, et al.","IEEE Transactions on Systems, Man, and Cybernetics: Systems",2024-05-01,25,0,91.678,deep learning,"In recent years, deep learning methods have shown promising capabilities for extracting informative and discriminative features from electroencephalography (EEG) data.",recognized venue,PDF link not available from metadata,https://doi.org/10.1109/TSMC.2024.3355101,https://www.semanticscholar.org/paper/8c7976b852914d82f0f0d07c07c41092c68b46ca,,10.1109/TSMC.2024.3355101,,,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,356,2025,"SMANet: A Model Combining SincNet, Multi-Branch Spatial—Temporal CNN, and Attention Mechanism for Motor Imagery BCI","Danjie Wang, Qingguo Wei",IEEE transactions on neural systems and rehabilitation engineering,2025-04-15,9,1,91.634,dataset/benchmark; deep learning,"Building a brain-computer interface (BCI) based on motor imagery (MI) requires accurately decoding MI tasks, which poses a significant challenge due to individual discrepancy among subjects and low signal-to-noise ratio of EEG signals.",recognized venue; open-access PDF metadata,recent work may be under-cited; limited citation history,https://doi.org/10.1109/TNSRE.2025.3560993,https://www.semanticscholar.org/paper/0ba816442ecf28f185d2aac4de2371432be01838,https://doi.org/10.1109/tnsre.2025.3560993,10.1109/TNSRE.2025.3560993,,40232894,Computer Science; Medicine
Motor Imagery and Movement Decoding,357,2025,Integrative neurorehabilitation using brain-computer interface: From motor function to mental health after stroke.,"Ya-nan Ma, Kenji Karako, Peipei Song, Xiqi Hu, Ying Xia",BioScience Trends,2025-04-17,17,0,91.588,review; clinical/rehab; communication; closed-loop,"Stroke remains a leading cause of mortality and long-term disability worldwide, frequently resulting in impairments in motor control, cognition, and emotional regulation.",recognized venue,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.5582/bst.2025.01109,https://www.semanticscholar.org/paper/8b751a811306dce968077fb7237e6a88de8d8bd0,,10.5582/bst.2025.01109,,40240152,Medicine
Motor Imagery and Movement Decoding,358,2024,"Decoding thoughts, encoding ethics: A narrative review of the BCI-AI revolution.",Thorsten Rudroff,Brain Research,2024-12-01,13,0,91.559,review; clinical/rehab; deep learning; closed-loop,"OBJECTIVES This narrative review aims to analyze mechanisms underlying Brain-Computer Interface (BCI) and Artificial Intelligence (AI) integration, evaluate recent advances in signal acquisition and processing techniques, and assess AI-enhanced neural decoding strategies.",recognized venue; open-access PDF metadata,limited citation history,https://doi.org/10.1016/j.brainres.2024.149423,https://www.semanticscholar.org/paper/e2ff0c96ae0369c472ce19ae1e1fa4648c129675,https://doi.org/10.1016/j.brainres.2024.149423,10.1016/j.brainres.2024.149423,,39719191,Computer Science; Medicine
Motor Imagery and Movement Decoding,359,2024,Exploring Feature Selection and Classification Techniques to Improve the Performance of an Electroencephalography-Based Motor Imagery Brain–Computer Interface System,"Humaun Kabir, N. Akhtar, Nishat Tasnim, Abu Saleh Musa Miah, Hyoun-Sup Lee, Si-Woong Jang, et al.",Italian National Conference on Sensors,2024-08-01,21,1,91.48,dataset/benchmark,The accuracy of classifying motor imagery (MI) activities is a significant challenge when using brain–computer interfaces (BCIs).,open-access PDF metadata,limited citation history,https://doi.org/10.3390/s24154989,https://www.semanticscholar.org/paper/073cc6e3ce45af4b5fe9bdc6921af5d14f192959,https://www.mdpi.com/1424-8220/24/15/4989/pdf?version=1722649032,10.3390/s24154989,,39124036,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,360,2024,Application of Hybrid SSVEP + P300 Brain Computer Interface to Control Avatar Movement in Mobile Virtual Reality Gaming Environment.,Deepak D Kapgate,Behavioural Brain Research,2024-07-01,8,2,91.114,communication,INTRODUCTION This research evaluated the feasibility of a hybrid SSVEP + P300 brain computer interface (BCI) for controlling the movement of an avatar in a virtual reality (VR) gaming environment (VR + BCI).,recognized venue,limited citation history; PDF link not available from metadata,https://doi.org/10.1016/j.bbr.2024.115154,https://www.semanticscholar.org/paper/0cb634e608f802bd342dbbc2c4c5ae5debf7bf5f,,10.1016/j.bbr.2024.115154,,39038519,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,361,2024,EEG-VTTCNet: A loss joint training model based on the vision transformer and the temporal convolution network for EEG-based motor imagery classification.,"Xingbin Shi, Baojiang Li, Wenlong Wang, Yuxin Qin, Haiyan Wang, Xichao Wang",Neuroscience,2024-08-01,14,0,91.077,dataset/benchmark; clinical/rehab; deep learning,Brain-computer interface (BCI) is a technology that directly connects signals between the human brain and a computer or other external device.,recognized venue,limited citation history; PDF link not available from metadata,https://doi.org/10.1016/j.neuroscience.2024.07.051,https://www.semanticscholar.org/paper/efaa690bfca62f5b34a2029b8ff01c5691053fd8,,10.1016/j.neuroscience.2024.07.051,,39103043,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,362,2024,EEG-TCNTransformer: A Temporal Convolutional Transformer for Motor Imagery Brain–Computer Interfaces,"Anh Hoang Phuc Nguyen, Oluwabunmi Oyefisayo, Maximilian Achim Pfeffer, Sai-Ho Ling",Signals,2024-09-23,15,2,90.772,deep learning,"In brain–computer interface motor imagery (BCI-MI) systems, convolutional neural networks (CNNs) have traditionally dominated as the deep learning method of choice, demonstrating significant advancements in state-of-the-art studies.",open-access PDF metadata,limited citation history,https://doi.org/10.3390/signals5030034,https://www.semanticscholar.org/paper/be8fe338bffcd6f96847ca56a26c98ad05f0d5ef,https://doi.org/10.3390/signals5030034,10.3390/signals5030034,,,Computer Science
Motor Imagery and Movement Decoding,363,2025,A multi-day and high-quality EEG dataset for motor imagery brain-computer interface,"Banghua Yang, Fenqi Rong, Yunlong Xie, Du Li, Jiayang Zhang, Fu Li, et al.",Scientific Data,2025-03-23,31,0,90.746,dataset/benchmark,A key challenge in developing a robust electroencephalography (EEG)-based brain-computer interface (BCI) is obtaining reliable classification performance across multiple days.,open-access PDF metadata,recent work may be under-cited,https://doi.org/10.1038/s41597-025-04826-y,https://www.semanticscholar.org/paper/c9713f1a9dae86641e432b15dfa1f18828806612,https://doi.org/10.1038/s41597-025-04826-y,10.1038/s41597-025-04826-y,,40122923,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,364,2024,NF-EEG: A generalized CNN model for multi class EEG motor imagery classification without signal preprocessing for brain computer interfaces,"Emre Arı, E. Taçgın",Biomedical Signal Processing and Control,2024-06-01,23,1,90.394,deep learning,Positions NF-EEG: A generalized CNN model for multi class EEG motor imagery classification without signal preprocessing for brain computer interfaces within Motor Imagery and Movement Decoding.,selected from the top-scored BCI candidate pool,abstract unavailable in metadata; limited citation history; PDF link not available from metadata,https://doi.org/10.1016/j.bspc.2024.106081,https://www.semanticscholar.org/paper/fd149ca00807d7f2890d2763688dea121a6e0bc4,,10.1016/j.bspc.2024.106081,,,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,365,2024,A cross-dataset adaptive domain selection transfer learning framework for motor imagery-based brain-computer interfaces,"Jing Jin, Guanglian Bai, Ren Xu, Ke Qin, Hao Sun, Xingyu Wang, et al.",Journal of Neural Engineering,2024-06-17,10,1,89.73,dataset/benchmark; closed-loop,Objective.,recognized venue,limited citation history; PDF link not available from metadata,https://doi.org/10.1088/1741-2552/ad593b,https://www.semanticscholar.org/paper/30c2df784fcd402584698185a268d05d860b2b69,,10.1088/1741-2552/ad593b,,38885683,Computer Science; Engineering; Medicine; Physics
Motor Imagery and Movement Decoding,366,2025,Temporal convolutional transformer for EEG based motor imagery decoding,"Hamdi Altaheri, Fakhri Karray, Amir-Hossein Karimi",Scientific Reports,2025-09-26,11,1,88.645,dataset/benchmark; clinical/rehab; deep learning; communication,"Brain-computer interfaces (BCIs) based on motor imagery (MI) offer a transformative pathway for rehabilitation, communication, and control by translating imagined movements into actionable commands.",selected from the top-scored BCI candidate pool,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1038/s41598-025-16219-7,https://www.semanticscholar.org/paper/9e4748db3c93ed27eca1d8201e47ddc1dfb96620,,10.1038/s41598-025-16219-7,,41006379,Computer Science; Medicine
Motor Imagery and Movement Decoding,367,2025,5-Year Follow-up of a Fully Implanted Brain-Computer Interface in A Spinal Cord Injury Patient,"K. Davis, Kimberley Wyse-Sookoo, F. Raza, Benyamin Meschede-Krasa, N. Prins, Letitia D. Fisher, et al.",Journal of Neural Engineering,2025-03-24,14,0,88.577,clinical/rehab; invasive,Spinal cord injury (SCI) affects over 250 000 individuals in the US.,recognized venue,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1088/1741-2552/adc48c,https://www.semanticscholar.org/paper/59b648ab86693c375f1f68ebb301a5f0ce0a27d5,,10.1088/1741-2552/adc48c,,40127544,Engineering; Medicine; Physics
